1.928726136684417725e-01,2.547925114631652832e-01,5.896561741828918457e-01,6.811033487319946289e-01,3.752213418483734131e-01,3.857094347476959229e-01,-1.745425164699554443e-02,1.077701821923255920e-01,2.065420150756835938e-02,2.979958057403564453e-01,3.904313594102859497e-02,9.043683856725692749e-02,-1.011666804552078247e-01,3.621335029602050781e-01,1.407678127288818359e-01,2.084197849035263062e-02,-8.355680853128433228e-02,-1.273879781365394592e-02,2.156543135643005371e-01,1.496419608592987061e-01,2.242908328771591187e-01,-8.916862308979034424e-02,1.976164579391479492e-01,7.636380195617675781e-02,1.277345120906829834e-01,9.333631396293640137e-02,-2.046995237469673157e-02,1.987003348767757416e-02,-2.688451483845710754e-02,-8.698683232069015503e-03,9.515158832073211670e-03,7.591032981872558594e-02,-1.218698918819427490e-03,1.091522276401519775e-01,-2.506773360073566437e-02,7.537311315536499023e-02,2.076561748981475830e-02,1.017155200242996216e-01,1.406370401382446289e-01,1.170739680528640747e-01,1.135394256561994553e-02,8.745915442705154419e-02,4.324027150869369507e-02,-7.343277335166931152e-02,1.824255660176277161e-02,7.056866586208343506e-02,7.708493620157241821e-02,1.459304094314575195e-01,4.542653262615203857e-02
4.445884227752685547e-01,-9.901727437973022461e-01,-2.071533352136611938e-02,5.529562234878540039e-01,1.566626131534576416e-01,4.546027183532714844e-01,1.123800501227378845e-01,8.137512207031250000e-02,-1.755450665950775146e-01,-2.014384508132934570e+00,1.526368558406829834e-01,1.496736705303192139e-02,-2.080842554569244385e-01,3.470557332038879395e-01,-1.731698036193847656e+00,-2.147441953420639038e-01,-5.368834733963012695e-02,5.175162851810455322e-02,4.664332270622253418e-01,1.290537714958190918e-01,3.240874409675598145e-01,1.626771837472915649e-01,-3.693205118179321289e-01,-2.162161111831665039e+00,-2.255266904830932617e-01,-2.602215528488159180e+00,1.891234517097473145e-02,-2.472741901874542236e-02,-3.254219144582748413e-02,-3.114691376686096191e-01,-3.537104725837707520e-01,-6.308402419090270996e-01,-6.288232207298278809e-01,4.067254662513732910e-01,-4.087330400943756104e-01,1.272855401039123535e-01,3.642324507236480713e-01,1.195169687271118164e-01,2.366610318422317505e-01,-4.406368732452392578e-02,-2.081416130065917969e+00,-3.672022819519042969e-01,1.698789298534393311e-01,5.271611213684082031e-01,-2.308308929204940796e-01,-7.200701236724853516e-01,2.774397134780883789e-01,-1.873586654663085938e+00,-1.870818257331848145e+00
2.640701484680175781e+01,3.196974754333496094e+01,4.267951202392578125e+01,5.367964172363281250e+01,6.215969085693359375e+01,6.678668212890625000e+01,6.605557250976562500e+01,6.286018371582031250e+01,6.211153030395507812e+01,6.181068038940429688e+01,6.300077819824218750e+01,6.575066375732421875e+01,6.539120483398437500e+01,6.296150588989257812e+01,6.138166046142578125e+01,5.764953613281250000e+01,5.052488327026367188e+01,4.617985534667968750e+01,4.256647491455078125e+01,4.097035217285156250e+01,4.163607406616210938e+01,4.236267089843750000e+01,4.271876525878906250e+01,4.264056396484375000e+01,4.232830047607421875e+01,3.989488983154296875e+01,3.887567138671875000e+01,3.775722885131835938e+01,3.483092880249023438e+01,3.309172821044921875e+01,3.068093490600585938e+01,2.908599281311035156e+01,2.882805633544921875e+01,2.588593292236328125e+01,2.682673263549804688e+01,2.568774795532226562e+01,2.703214645385742188e+01,2.912076187133789062e+01,2.751609611511230469e+01,2.602312469482421875e+01,2.610577583312988281e+01,2.702415847778320312e+01,2.573351287841796875e+01,2.480888748168945312e+01,2.378570556640625000e+01,2.446403884887695312e+01,2.482232856750488281e+01,2.394399642944335938e+01,2.385589599609375000e+01
1.011711955070495605e+00,5.647451877593994141e-01,2.432952404022216797e+00,1.743510603904724121e+00,1.330413699150085449e+00,1.141692399978637695e+00,6.136099100112915039e-01,1.658533573150634766e+00,1.348459720611572266e+00,5.878292083740234375e+00,1.125832796096801758e+00,8.701299428939819336e-01,1.185040950775146484e+00,9.184951782226562500e-01,6.225308895111083984e+00,6.246359348297119141e-01,7.542359232902526855e-01,5.347390174865722656e-01,1.302883267402648926e+00,1.173397541046142578e+00,1.335361838340759277e+00,6.288740038871765137e-01,5.223845481872558594e+00,2.727574586868286133e+00,1.153598427772521973e+00,4.491037368774414062e+00,1.354404568672180176e+00,1.229625344276428223e+00,6.309065818786621094e-01,-6.263077259063720703e-03,4.555911064147949219e+00,1.118933558464050293e+00,6.146826148033142090e-01,8.758910298347473145e-01,1.485315322875976562e+00,4.734084308147430420e-01,3.631857633590698242e+00,1.492815494537353516e+00,7.325611114501953125e-01,3.310569763183593750e+00,1.518895268440246582e+00,-1.344944387674331665e-01,6.189379692077636719e-01,3.776557147502899170e-01,5.473830103874206543e-01,2.020075559616088867e+00,5.347861051559448242e-01,4.056043922901153564e-01,6.226920485496520996e-01
1.941411942243576050e-01,2.461903095245361328e-01,7.386579513549804688e-01,6.849302053451538086e-01,3.749666213989257812e-01,3.903029561042785645e-01,-6.388053297996520996e-03,1.081388145685195923e-01,3.032945841550827026e-02,2.888112068176269531e-01,4.002121835947036743e-02,9.658300876617431641e-02,-1.085935980081558228e-01,4.585464596748352051e-01,1.458921432495117188e-01,1.898725703358650208e-02,-8.811388909816741943e-02,-1.394187659025192261e-02,2.242527902126312256e-01,1.588177382946014404e-01,2.290815711021423340e-01,-8.893015980720520020e-02,1.885804235935211182e-01,8.771102130413055420e-02,2.563088238239288330e-01,1.086998879909515381e-01,-2.989939413964748383e-03,1.273646205663681030e-02,-1.616404578089714050e-02,-1.374480873346328735e-02,9.336285293102264404e-04,5.703939869999885559e-02,-1.209616288542747498e-02,1.269341111183166504e-01,-2.589463256299495697e-02,8.304193615913391113e-02,3.073671273887157440e-02,1.137718260288238525e-01,1.351192593574523926e-01,1.131733357906341553e-01,7.649034261703491211e-03,7.065032422542572021e-02,3.610506281256675720e-02,-7.642282545566558838e-02,1.170472800731658936e-02,7.756717503070831299e-02,6.510062515735626221e-02,1.483387053012847900e-01,6.132635474205017090e-02
1.871864795684814453e+00,5.509397983551025391e-01,1.795511960983276367e+00,2.265202283859252930e+00,2.624724864959716797e+00,3.673180580139160156e+00,2.551251888275146484e+00,2.487720489501953125e+00,2.008465290069580078e+00,2.244188070297241211e+00,1.397802925109863281e+01,3.135263442993164062e+00,2.625606060028076172e+00,2.325668334960937500e+00,2.251718521118164062e+00,2.018483400344848633e+00,-1.333812475204467773e-01,9.626077651977539062e+00,9.304258346557617188e+00,1.302325010299682617e+00,1.846561908721923828e+00,1.034337759017944336e+00,3.092166185379028320e+00,2.893343687057495117e+00,2.030426979064941406e+00,1.869010567665100098e+00,2.715526819229125977e+00,2.289630413055419922e+00,2.455325841903686523e+00,9.774698019027709961e-01,4.048935770988464355e-01,8.268000602722167969e+00,1.099236488342285156e+00,1.890161991119384766e+00,2.862248897552490234e+00,2.137723922729492188e+00,2.424948930740356445e+00,1.470355749130249023e+00,1.807781457901000977e+00,1.382640719413757324e+00,1.491614222526550293e+00,1.268228650093078613e+00,7.989086508750915527e-01,-3.683268427848815918e-01,7.605429887771606445e-01,1.587874174118041992e+00,1.785659909248352051e+00,9.308104515075683594e-01,2.265569925308227539e+00
2.623052215576171875e+01,3.203893280029296875e+01,4.213006591796875000e+01,5.318608856201171875e+01,6.145925140380859375e+01,6.538583374023437500e+01,6.541207122802734375e+01,6.229114151000976562e+01,6.087010192871093750e+01,5.584160995483398438e+01,5.768718338012695312e+01,6.453451538085937500e+01,6.505008697509765625e+01,6.251585388183593750e+01,5.638120269775390625e+01,5.728726196289062500e+01,4.612546157836914062e+01,4.581227874755859375e+01,4.227691650390625000e+01,4.021894073486328125e+01,4.125333786010742188e+01,4.231046676635742188e+01,4.235799026489257812e+01,4.235338211059570312e+01,4.216352844238281250e+01,3.931445693969726562e+01,3.852060699462890625e+01,3.058966064453125000e+01,2.884434700012207031e+01,3.240126800537109375e+01,3.059806251525878906e+01,2.911763381958007812e+01,2.876778221130371094e+01,2.571044158935546875e+01,2.638556861877441406e+01,2.547935104370117188e+01,2.628528404235839844e+01,2.691239166259765625e+01,2.587767028808593750e+01,2.615618133544921875e+01,2.653427124023437500e+01,2.669244956970214844e+01,2.594587707519531250e+01,2.532777595520019531e+01,1.875484085083007812e+01,2.462921905517578125e+01,2.495924186706542969e+01,2.363037300109863281e+01,2.365176010131835938e+01
2.790276408195495605e-01,2.387316673994064331e-01,5.404325723648071289e-01,6.803399324417114258e-01,6.267353892326354980e-01,3.955366909503936768e-01,-2.652215957641601562e-02,7.760654389858245850e-02,4.037618637084960938e-03,2.516981959342956543e-01,4.181583970785140991e-02,5.612768232822418213e-02,-1.489939689636230469e-01,3.200426399707794189e-01,9.412459284067153931e-02,-4.048083722591400146e-02,-6.488252431154251099e-02,-2.693474106490612030e-02,2.261720150709152222e-01,1.597235500812530518e-01,3.327359855175018311e-01,-9.565137326717376709e-02,3.427890241146087646e-01,8.915969729423522949e-02,1.037428230047225952e-01,1.033828184008598328e-01,-4.596627876162528992e-02,1.088318973779678345e-02,-1.580572128295898438e-02,-4.043354094028472900e-02,-1.658806949853897095e-02,1.727065145969390869e-01,1.187262907624244690e-01,1.240795403718948364e-01,-2.227539196610450745e-02,7.380234450101852417e-02,7.576656341552734375e-02,8.716475963592529297e-02,1.245740950107574463e-01,7.926582545042037964e-02,1.702444627881050110e-03,6.330239027738571167e-02,6.569307297468185425e-02,-6.440258026123046875e-02,-4.789869487285614014e-02,8.386267721652984619e-02,8.152567595243453979e-02,1.554666608572006226e-01,8.546447753906250000e-02
7.630815356969833374e-02,1.663890480995178223e-01,-3.063632726669311523e+00,6.613301634788513184e-01,3.848880529403686523e-01,-7.109739184379577637e-01,-9.041813015937805176e-01,1.810107231140136719e-01,-2.684734761714935303e-02,1.829588562250137329e-01,-1.590036153793334961e-01,-1.540662288665771484e+00,-3.643500804901123047e-02,-3.513653278350830078e-01,1.592491418123245239e-01,-1.358862519264221191e-01,-6.127595901489257812e-02,4.895493388175964355e-02,1.520771682262420654e-01,-5.802112817764282227e-02,8.883732557296752930e-02,-1.296983361244201660e-01,3.189657628536224365e-01,-2.330149710178375244e-02,2.109784632921218872e-01,-2.116317301988601685e-01,-8.591392636299133301e-02,-4.781463146209716797e-01,-5.507367253303527832e-01,-5.174198150634765625e-01,-4.932879209518432617e-01,-5.365834832191467285e-01,8.628212660551071167e-02,1.406984925270080566e-01,3.010799288749694824e-01,1.523040682077407837e-01,-8.019894957542419434e-01,8.779972791671752930e-03,-6.671521067619323730e-02,1.773165613412857056e-01,-3.361045718193054199e-01,6.650691479444503784e-02,-7.421472668647766113e-02,-2.639778256416320801e-01,-1.099399626255035400e-01,4.055781289935112000e-02,1.166201978921890259e-01,9.712260961532592773e-02,-6.137043237686157227e-04
1.813873648643493652e-01,2.403573095798492432e-01,5.676687955856323242e-01,6.829444766044616699e-01,3.529279232025146484e-01,3.553847968578338623e-01,-3.465762734413146973e-02,9.453442692756652832e-02,1.153021305799484253e-02,2.483977079391479492e-01,3.838150948286056519e-02,6.295732408761978149e-02,-1.204821988940238953e-01,3.241815567016601562e-01,9.962633997201919556e-02,-2.169388532638549805e-02,-1.026747152209281921e-01,-7.189059630036354065e-03,2.106544524431228638e-01,1.292190551757812500e-01,1.952013075351715088e-01,-1.127179116010665894e-01,1.787484139204025269e-01,1.087210252881050110e-01,1.168487668037414551e-01,9.271991252899169922e-02,-5.675592273473739624e-02,6.256642192602157593e-02,-3.261152654886245728e-02,-7.180340588092803955e-03,4.627798125147819519e-02,6.990880519151687622e-02,-4.060816019773483276e-03,1.096551939845085144e-01,-3.963429480791091919e-02,7.342002540826797485e-02,1.917808875441551208e-02,9.949754178524017334e-02,1.230677962303161621e-01,9.515083581209182739e-02,1.238193362951278687e-03,8.988071233034133911e-02,3.993967175483703613e-02,-8.835572749376296997e-02,8.370274677872657776e-03,4.897699877619743347e-02,6.784072518348693848e-02,1.427368968725204468e-01,4.074865207076072693e-02
